accession_id,virus_name,collection_date
EPI_ISL_677436,hCoV-19/USA/WI-UW-2029/2020,2020-09-23
EPI_ISL_936407,hCoV-19/USA/AZ-TG707040/2020,2020-12-29
EPI_ISL_1094969,hCoV-19/USA/OH-CDC-2-3845342/2021,2021-01-25
EPI_ISL_1029109,hCoV-19/USA/AZ-CDC-LC0000115/2020,2020-12-26
EPI_ISL_888155,hCoV-19/USA/AZ-CDC-LC00000115/2020,2020-12-26
EPI_ISL_967516,hCoV-19/USA/IL-CDC-STM-000003631/2021,2021-01-18
EPI_ISL_936821,hCoV-19/USA/IL-NM-5360/2020,2020-12-30
EPI_ISL_1029630,hCoV-19/USA/IL-CDC-LC0001776/2020,2020-12-27
EPI_ISL_935436,hCoV-19/USA/FL-BPHL-2915/2020,2020-11-16
EPI_ISL_826409,hCoV-19/USA/MI-UM-10036876887/2020,2020-11-10
EPI_ISL_707868,hCoV-19/USA/MI-UM-10036782720/2020,2020-11-04
EPI_ISL_1014855,hCoV-19/USA/MI-UM-10038111260/2021,2021-02-01
EPI_ISL_728482,hCoV-19/USA/MI-UM-10036873336/2020,2020-11-10
EPI_ISL_826390,hCoV-19/USA/MI-UM-10036882236/2020,2020-11-10
EPI_ISL_873132,hCoV-19/USA/MI-UM-10037009231/2020,2020-11-18
EPI_ISL_1161235,hCoV-19/USA/NC-CDC-LC0018379/2021,2021-02-16
EPI_ISL_903470,hCoV-19/USA/CA-QDX-4081/2021,2021-01-08
EPI_ISL_1029928,hCoV-19/USA/IL-CDC-LC0002892/2020,2020-12-30
EPI_ISL_936784,hCoV-19/USA/IL-NM-5146/2020,2020-12-25
EPI_ISL_1158437,hCoV-19/USA/MI-MDHHS-SC23780/2021,2021-02-08
EPI_ISL_1038702,hCoV-19/USA/MN-CDC-LC0011268/2021,2021-01-27
EPI_ISL_1118724,hCoV-19/USA/MI-UM-10037079335/2020,2020-11-23
EPI_ISL_884771,hCoV-19/USA/IN-CDC-STM-0000013-F09/2021,2021-01-11
EPI_ISL_1159568,hCoV-19/USA/WI-CDC-22054884/2021,2021-02-15
EPI_ISL_906268,hCoV-19/USA/WI-UW-3013/2021,2021-01-16
EPI_ISL_1020520,hCoV-19/USA/NY-Wadsworth-21007382-01/2021,2021-01-10
EPI_ISL_936157,hCoV-19/USA/NY-Wadsworth-21013954-01/2020,2020-12-22
EPI_ISL_982379,hCoV-19/USA/MN-MDH-2607/2021,2021-01-04
EPI_ISL_831577,hCoV-19/USA/WI-UW-2763/2020,2020-12-31
EPI_ISL_779329,hCoV-19/USA/WI-UW-2497/2020,2020-12-30
EPI_ISL_1086239,hCoV-19/USA/MO-CDC-21404327/2021,2021-01-25
EPI_ISL_984033,hCoV-19/USA/WI-WSLH-210144/2021,2021-01-07
EPI_ISL_791098,hCoV-19/USA/WI-UW-2580/2021,2021-01-04
EPI_ISL_936769,hCoV-19/USA/IL-NM-5117/2020,2020-12-24
EPI_ISL_903238,hCoV-19/USA/MN-MDH-2505/2021,2021-01-03
EPI_ISL_942036,hCoV-19/USA/WI-WSLH-201708/2020,2020-12-22
EPI_ISL_942081,hCoV-19/USA/WI-WSLH-201763/2020,2020-12-22
EPI_ISL_1134069,hCoV-19/USA/FL-CDC-STM-000012359/2021,2021-02-09
EPI_ISL_1134200,hCoV-19/USA/FL-CDC-STM-000012574/2021,2021-02-09
EPI_ISL_978617,hCoV-19/USA/MI-CDC-STM-000007292/2021,2021-01-28
EPI_ISL_1159552,hCoV-19/USA/IL-CDC-22054140/2021,2021-02-15
EPI_ISL_1114599,hCoV-19/USA/IL-CDC-22026524/2021,2021-02-12
EPI_ISL_1139521,hCoV-19/USA/IL-CDC-22055271/2021,2021-02-15
EPI_ISL_1159432,hCoV-19/USA/IL-CDC-22031425/2021,2021-02-11
EPI_ISL_826405,hCoV-19/USA/MI-UM-10036889021/2020,2020-11-11
EPI_ISL_942196,hCoV-19/USA/WI-WSLH-201913/2020,2020-12-08
EPI_ISL_759756,hCoV-19/USA/WI-UW-2482/2020,2020-12-24
EPI_ISL_677365,hCoV-19/USA/IL-UW-1957/2020,2020-09-24
EPI_ISL_541542,hCoV-19/USA/IL-UW-1483/2020,2020-09-14
EPI_ISL_632893,hCoV-19/USA/WI-UW-1614/2020,2020-09-17
EPI_ISL_803686,hCoV-19/USA/WI-WSLH-201493/2020,2020-10-12
EPI_ISL_1064262,hCoV-19/USA/WI-UW-3456/2020,2020-10-11
EPI_ISL_1022344,hCoV-19/USA/IL-CDC-LC0005608/2021,2021-01-15
EPI_ISL_962149,hCoV-19/USA/IL-IDPH-I-000863/2021,2021-01-07
EPI_ISL_728102,hCoV-19/USA/WI-UW-2336/2020,2020-11-19
EPI_ISL_1036834,hCoV-19/USA/OH-USAFSAM-S0362/2021,2021-01-27
EPI_ISL_1029189,hCoV-19/USA/MD-CDC-LC0000389/2020,2020-12-27
EPI_ISL_888499,hCoV-19/USA/MD-CDC-LC00000389/2020,2020-12-27
EPI_ISL_1032390,hCoV-19/USA/CO-CDC-LC0009096/2021,2021-01-21
EPI_ISL_880163,hCoV-19/USA/CA-ALSR-6113/2021,2021-01-08
EPI_ISL_888925,hCoV-19/USA/WY-WPHL-21006582/2021,2021-01-18
EPI_ISL_871854,hCoV-19/USA/WY-WPHL-21006203/2021,2021-01-16
EPI_ISL_1087239,hCoV-19/USA/FL-CDC-21488653/2021,2021-01-27
EPI_ISL_1087830,hCoV-19/USA/NV-CDC-21612123/2021,2021-01-31
EPI_ISL_887574,hCoV-19/USA/MD-HP01332/2021,2021-01-15
EPI_ISL_1163250,hCoV-19/USA/SC-CDC-LC0015503/2021,2021-02-10
EPI_ISL_1111603,hCoV-19/USA/VA-DCLS-3026/2020,2020-12-14
EPI_ISL_978621,hCoV-19/USA/KY-CDC-STM-000007269/2021,2021-01-27
EPI_ISL_883943,hCoV-19/USA/AL-HGSC-JGEW/2020,2020-12-07
EPI_ISL_1017148,hCoV-19/USA/CA-PROV-812/2020,2020-12-20
EPI_ISL_1081496,hCoV-19/USA/CA-ALSR-6661/2021,2021-01-19
EPI_ISL_880174,hCoV-19/USA/CA-ALSR-6128/2020,2020-12-09
EPI_ISL_1133919,hCoV-19/USA/PA-CDC-STM-000012079/2021,2021-02-10
EPI_ISL_983772,hCoV-19/USA/CO-CDPHE-2100279730/2021,2021-01-25
EPI_ISL_983089,hCoV-19/USA/KY-KSPHL-100147/2021,2021-01-19
EPI_ISL_1029900,hCoV-19/USA/IN-CDC-LC0002771/2021,2021-01-04
EPI_ISL_888207,hCoV-19/USA/IN-CDC-LC00002771/2021,2021-01-04
EPI_ISL_967745,hCoV-19/USA/HI-H210967/2021,2021-01-14
EPI_ISL_1032934,hCoV-19/USA/IL-IDPH-WIN-I-0001079/2020,2020-10-26
EPI_ISL_1032937,hCoV-19/USA/IL-IDPH-WIN-I-0001082/2020,2020-10-26
EPI_ISL_903828,hCoV-19/USA/IL-CDC-2-3769264/2020,2020-12-31
EPI_ISL_754670,hCoV-19/USA/WI-UW-2407/2020,2020-12-05
EPI_ISL_883414,hCoV-19/USA/NY-NYCPHL-002531/2021,2021-01-15
EPI_ISL_967531,hCoV-19/USA/WV-CDC-STM-000003684/2021,2021-01-18
EPI_ISL_1088517,hCoV-19/USA/CA-CDC-21613765/2021,2021-01-31
EPI_ISL_906991,hCoV-19/USA/CA-QDX-3652/2021,2021-01-09
EPI_ISL_967122,hCoV-19/USA/Unk-CDC-STM-000005002/2021,2021-01-23
EPI_ISL_903504,hCoV-19/USA/CA-QDX-4132/2021,2021-01-06
EPI_ISL_1088158,hCoV-19/USA/NV-CDC-21707493/2021,2021-02-02
EPI_ISL_906950,hCoV-19/USA/CA-QDX-3607/2021,2021-01-08
EPI_ISL_861699,hCoV-19/USA/CA-LACPHL-AF00183/2020,2020-12-29
EPI_ISL_1029648,hCoV-19/USA/WI-CDC-LC0001855/2020,2020-12-27
EPI_ISL_888086,hCoV-19/USA/WI-CDC-LC00001855/2020,2020-12-27
EPI_ISL_942254,hCoV-19/USA/WI-WSLH-202034/2020,2020-12-14
EPI_ISL_942258,hCoV-19/USA/WI-WSLH-202041/2020,2020-12-14
EPI_ISL_942304,hCoV-19/USA/WI-WSLH-202089/2020,2020-12-14
EPI_ISL_1086324,hCoV-19/USA/AR-CDC-21403781/2021,2021-01-24
EPI_ISL_831541,hCoV-19/USA/WI-UW-2721/2021,2021-01-08
EPI_ISL_779359,hCoV-19/USA/WI-UW-2528/2020,2020-12-30
EPI_ISL_677468,hCoV-19/USA/IL-UW-2063/2020,2020-10-09
EPI_ISL_1032932,hCoV-19/USA/IL-IDPH-MCH-I-0001074/2020,2020-11-02
EPI_ISL_962708,hCoV-19/USA/CA-ALSR-6398/2021,2021-01-13
EPI_ISL_955048,hCoV-19/USA/CO-CDPHE-2100261006/2021,2021-01-20
EPI_ISL_962137,hCoV-19/USA/IL-IDPH-I-000830/2021,2021-01-04
EPI_ISL_831549,hCoV-19/USA/WI-UW-2729/2021,2021-01-08
EPI_ISL_982369,hCoV-19/USA/MN-MDH-2597/2021,2021-01-04
EPI_ISL_982376,hCoV-19/USA/MN-MDH-2604/2021,2021-01-04
EPI_ISL_962099,hCoV-19/USA/IL-IDPH-I-000567/2020,2020-12-11
EPI_ISL_754643,hCoV-19/USA/WI-UW-2448/2020,2020-12-14
EPI_ISL_759740,hCoV-19/USA/WI-UW-2465/2020,2020-12-18
EPI_ISL_751670,hCoV-19/USA/KY-CDC-2-3714580/2020,2020-12-03
EPI_ISL_903291,hCoV-19/USA/MN-MDH-2481/2021,2021-01-04
EPI_ISL_903300,hCoV-19/USA/MN-MDH-2491/2021,2021-01-04
EPI_ISL_942862,hCoV-19/USA/WI-GMF-50502/2021,2021-01-20
EPI_ISL_942830,hCoV-19/USA/WI-GMF-49245/2021,2021-01-14
EPI_ISL_906195,hCoV-19/USA/WI-UW-3070/2021,2021-01-15
EPI_ISL_1086511,hCoV-19/USA/WI-CDC-21529766/2021,2021-01-29
EPI_ISL_942832,hCoV-19/USA/WI-GMF-49260/2021,2021-01-14
EPI_ISL_1113196,hCoV-19/USA/WI-GMF-53431/2021,2021-02-04
EPI_ISL_1113219,hCoV-19/USA/WI-GMF-54422/2021,2021-02-15
EPI_ISL_1113203,hCoV-19/USA/WI-GMF-53924/2021,2021-02-09
EPI_ISL_1113211,hCoV-19/USA/WI-GMF-54152/2021,2021-02-11
EPI_ISL_942773,hCoV-19/USA/WI-GMF-45902/2021,2021-01-01
EPI_ISL_942817,hCoV-19/USA/WI-GMF-48190/2021,2021-01-10
EPI_ISL_942877,hCoV-19/USA/WI-GMF-51313/2021,2021-01-24
EPI_ISL_942770,hCoV-19/USA/WI-GMF-45806/2021,2021-01-01
EPI_ISL_942819,hCoV-19/USA/WI-GMF-48437/2021,2021-01-11
EPI_ISL_942809,hCoV-19/USA/WI-GMF-47759/2021,2021-01-08
EPI_ISL_942788,hCoV-19/USA/WI-GMF-46551/2021,2021-01-04
EPI_ISL_661091,hCoV-19/USA/WI-GMF-31443/2020,2020-11-04
EPI_ISL_942496,hCoV-19/USA/WI-GMF-36506/2020,2020-11-23
EPI_ISL_942553,hCoV-19/USA/WI-GMF-38218/2020,2020-12-01
EPI_ISL_942566,hCoV-19/USA/WI-GMF-38537/2020,2020-12-02
EPI_ISL_942607,hCoV-19/USA/WI-GMF-39364/2020,2020-12-05
EPI_ISL_942711,hCoV-19/USA/WI-GMF-42689/2020,2020-12-16
EPI_ISL_942528,hCoV-19/USA/WI-GMF-37254/2020,2020-11-27
EPI_ISL_942643,hCoV-19/USA/WI-GMF-40246/2020,2020-12-08
EPI_ISL_942512,hCoV-19/USA/WI-GMF-36963/2020,2020-11-25
EPI_ISL_942499,hCoV-19/USA/WI-GMF-36513/2020,2020-11-23
EPI_ISL_942494,hCoV-19/USA/WI-GMF-36503/2020,2020-11-23
EPI_ISL_942498,hCoV-19/USA/WI-GMF-36511/2020,2020-11-23
EPI_ISL_942507,hCoV-19/USA/WI-GMF-36743/2020,2020-11-24
EPI_ISL_942534,hCoV-19/USA/WI-GMF-37325/2020,2020-11-27
EPI_ISL_942645,hCoV-19/USA/WI-GMF-40305/2020,2020-12-08
EPI_ISL_942567,hCoV-19/USA/WI-GMF-38539/2020,2020-12-02
EPI_ISL_942635,hCoV-19/USA/WI-GMF-39920/2020,2020-12-07
EPI_ISL_942666,hCoV-19/USA/WI-GMF-41058/2020,2020-12-10
EPI_ISL_942529,hCoV-19/USA/WI-GMF-37259/2020,2020-11-27
EPI_ISL_942569,hCoV-19/USA/WI-GMF-38541/2020,2020-12-02
EPI_ISL_942624,hCoV-19/USA/WI-GMF-39692/2020,2020-12-06
EPI_ISL_942532,hCoV-19/USA/WI-GMF-37323/2020,2020-11-27
EPI_ISL_942697,hCoV-19/USA/WI-GMF-42173/2020,2020-12-14
EPI_ISL_942495,hCoV-19/USA/WI-GMF-36504/2020,2020-11-23
EPI_ISL_942500,hCoV-19/USA/WI-GMF-36519/2020,2020-11-23
EPI_ISL_942501,hCoV-19/USA/WI-GMF-36521/2020,2020-11-23
EPI_ISL_942533,hCoV-19/USA/WI-GMF-37324/2020,2020-11-27
EPI_ISL_942664,hCoV-19/USA/WI-GMF-41055/2020,2020-12-10
EPI_ISL_942665,hCoV-19/USA/WI-GMF-41057/2020,2020-12-10
EPI_ISL_942671,hCoV-19/USA/WI-GMF-41190/2020,2020-12-11
EPI_ISL_942681,hCoV-19/USA/WI-GMF-41471/2020,2020-12-12
EPI_ISL_942683,hCoV-19/USA/WI-GMF-41547/2020,2020-12-12
EPI_ISL_942497,hCoV-19/USA/WI-GMF-36510/2020,2020-11-23
EPI_ISL_942570,hCoV-19/USA/WI-GMF-38542/2020,2020-12-02
EPI_ISL_942638,hCoV-19/USA/WI-GMF-39975/2020,2020-12-07
EPI_ISL_942636,hCoV-19/USA/WI-GMF-39921/2020,2020-12-07
EPI_ISL_942723,hCoV-19/USA/WI-GMF-43408/2020,2020-12-19
EPI_ISL_942868,hCoV-19/USA/WI-GMF-50856/2021,2021-01-22
EPI_ISL_1086526,hCoV-19/USA/CA-CDC-21526597/2021,2021-01-25
EPI_ISL_962070,hCoV-19/USA/IL-IDPH-I-000507/2020,2020-12-08
EPI_ISL_905893,hCoV-19/USA/OR-OHSU-8971/2021,2021-01-01
EPI_ISL_936733,hCoV-19/USA/IL-NM-5060/2020,2020-12-23
EPI_ISL_936625,hCoV-19/USA/IL-NM-3901/2020,2020-11-28
EPI_ISL_886597,hCoV-19/USA/IL-CDC-LC0003045/2021,2021-01-10
EPI_ISL_848534,hCoV-19/USA/IL-IDPH-I-000663/2020,2020-12-02
EPI_ISL_903846,hCoV-19/USA/WI-CDC-2-3766801/2020,2020-11-30
EPI_ISL_942123,hCoV-19/USA/WI-WSLH-201807/2020,2020-12-03
EPI_ISL_942150,hCoV-19/USA/WI-WSLH-201845/2020,2020-12-04
EPI_ISL_914023,hCoV-19/USA/IL-CDC-9MQF-8904/2021,2021-01-08
EPI_ISL_962165,hCoV-19/USA/IL-IDPH-I-000909/2021,2021-01-08
EPI_ISL_936732,hCoV-19/USA/IL-NM-5059/2020,2020-12-23
EPI_ISL_754642,hCoV-19/USA/WI-UW-2443/2020,2020-12-14
EPI_ISL_914021,hCoV-19/USA/IL-CDC-9MQ5-8902/2021,2021-01-08
EPI_ISL_1029622,hCoV-19/USA/IL-CDC-LC0001749/2020,2020-12-26
EPI_ISL_1021247,hCoV-19/USA/VA-CDC-LC0006905/2021,2021-01-19
EPI_ISL_831365,hCoV-19/USA/NC-UNC-0004/2021,2021-01-08
EPI_ISL_962162,hCoV-19/USA/IL-IDPH-I-000906/2021,2021-01-08
EPI_ISL_1090869,hCoV-19/USA/OH-CDC-21866914/2021,2021-02-07
EPI_ISL_914018,hCoV-19/USA/IL-CDC-9MPQ-8899/2021,2021-01-08
EPI_ISL_872810,hCoV-19/USA/WI-UW-2875/2021,2021-01-12
EPI_ISL_754625,hCoV-19/USA/WI-UW-2403/2020,2020-12-03
EPI_ISL_1160920,hCoV-19/USA/IN-CDC-LC0018231/2021,2021-02-15
EPI_ISL_1086230,hCoV-19/USA/NC-CDC-21398703/2021,2021-01-24
EPI_ISL_1086231,hCoV-19/USA/NC-CDC-21398576/2021,2021-01-24
EPI_ISL_1087567,hCoV-19/USA/NV-CDC-21640245/2021,2021-02-01
EPI_ISL_1087570,hCoV-19/USA/NV-CDC-21641024/2021,2021-02-01
EPI_ISL_1087572,hCoV-19/USA/NV-CDC-21641115/2021,2021-02-01
EPI_ISL_1088097,hCoV-19/USA/NV-CDC-21708348/2021,2021-02-02
EPI_ISL_791179,hCoV-19/USA/WI-UW-2666/2020,2020-12-29
EPI_ISL_677517,hCoV-19/USA/IL-UW-2112/2020,2020-09-30
EPI_ISL_541547,hCoV-19/USA/IL-UW-1518/2020,2020-09-16
EPI_ISL_605495,hCoV-19/USA/IL-UW-1617/2020,2020-09-28
EPI_ISL_677357,hCoV-19/USA/WI-UW-1949/2020,2020-09-28
EPI_ISL_681320,hCoV-19/USA/WI-UW-1617/2020,2020-09-24
EPI_ISL_751779,hCoV-19/USA/IA-CDC-2-3714295/2020,2020-11-29
EPI_ISL_754664,hCoV-19/USA/WI-UW-2419/2020,2020-12-04
EPI_ISL_803403,hCoV-19/USA/WI-WSLH-201164/2020,2020-10-19
EPI_ISL_942215,hCoV-19/USA/WI-WSLH-201989/2020,2020-12-11
EPI_ISL_942275,hCoV-19/USA/WI-WSLH-202059/2020,2020-12-17
EPI_ISL_803335,hCoV-19/USA/WI-WSLH-201092/2020,2020-09-03
EPI_ISL_803338,hCoV-19/USA/WI-WSLH-201095/2020,2020-09-04
EPI_ISL_942088,hCoV-19/USA/WI-WSLH-201770/2020,2020-12-23
EPI_ISL_770811,hCoV-19/USA/MN-MDH-2237/2020,2020-11-10
EPI_ISL_677353,hCoV-19/USA/IL-UW-1945/2020,2020-09-30
EPI_ISL_1067883,hCoV-19/USA/WI-WSLH-210993/2021,2021-01-25
EPI_ISL_984006,hCoV-19/USA/WI-WSLH-210116/2021,2021-01-11
EPI_ISL_831523,hCoV-19/USA/WI-UW-2701/2021,2021-01-08
EPI_ISL_803369,hCoV-19/USA/WI-WSLH-201128/2020,2020-10-13
EPI_ISL_962013,hCoV-19/USA/IL-IDPH-I-000710/2020,2020-12-28
EPI_ISL_759747,hCoV-19/USA/WI-UW-2473/2020,2020-12-28
EPI_ISL_791127,hCoV-19/USA/WI-UW-2610/2021,2021-01-01
EPI_ISL_886545,hCoV-19/USA/VA-CDC-LC0003972/2021,2021-01-13
EPI_ISL_1163421,hCoV-19/USA/VA-CDC-LC0016206/2021,2021-02-12
EPI_ISL_1089077,hCoV-19/USA/FL-CDC-STM-000010235/2021,2021-02-06
EPI_ISL_1159337,hCoV-19/USA/FL-CDC-22118346/2021,2021-02-17
EPI_ISL_966741,hCoV-19/USA/FL-CDC-STM-000004325/2021,2021-01-20
EPI_ISL_823868,hCoV-19/USA/NY-NYCPHL-001685/2020,2020-12-09
EPI_ISL_883491,hCoV-19/USA/NY-Wadsworth-21008879-01/2021,2021-01-10
EPI_ISL_1041294,hCoV-19/USA/NY-PRL-2021_02_10_03D07/2021,2021-02-08
EPI_ISL_1134324,hCoV-19/USA/FL-CDC-STM-000012865/2021,2021-02-11
EPI_ISL_1089135,hCoV-19/USA/FL-CDC-STM-000010492/2021,2021-02-07
EPI_ISL_976969,hCoV-19/USA/MA-Broad_CRSP-00387/2021,2021-01-07
EPI_ISL_976986,hCoV-19/USA/MA-Broad_CRSP-00403/2021,2021-01-07
EPI_ISL_983907,hCoV-19/USA/WI-WSLH-202196/2021,2021-01-05
EPI_ISL_983887,hCoV-19/USA/WI-WSLH-202152/2021,2021-01-05
EPI_ISL_983888,hCoV-19/USA/WI-WSLH-202153/2021,2021-01-05
EPI_ISL_1139693,hCoV-19/USA/IL-CDC-22055002/2021,2021-02-14
EPI_ISL_1132753,hCoV-19/USA/MN-MDH-2885/2021,2021-01-28
EPI_ISL_1132774,hCoV-19/USA/MN-MDH-2907/2021,2021-02-01
EPI_ISL_1132759,hCoV-19/USA/MN-MDH-2891/2021,2021-01-28
EPI_ISL_1064546,hCoV-19/USA/MN-MDH-2816/2021,2021-01-25
EPI_ISL_1114081,hCoV-19/USA/FL-CDC-21957888/2021,2021-02-10
EPI_ISL_767572,hCoV-19/USA/NY-Wadsworth-290753-01/2020,2020-12-21
EPI_ISL_936822,hCoV-19/USA/IL-NM-5370/2020,2020-12-31
EPI_ISL_1048606,hCoV-19/USA/ME-HETL-J1491/2020,2020-11-12
EPI_ISL_967110,hCoV-19/USA/FL-CDC-STM-000005341/2021,2021-01-23
EPI_ISL_935477,hCoV-19/USA/FL-BPHL-2956/2020,2020-12-01
EPI_ISL_848516,hCoV-19/USA/IL-IDPH-I-000025/2020,2020-10-16
EPI_ISL_737177,hCoV-19/USA/MI-MDHHS-SC22604/2020,2020-11-25
EPI_ISL_848808,hCoV-19/USA/FL-BPHL-2653/2020,2020-11-17
EPI_ISL_1095334,hCoV-19/USA/NC-CDC-2-3858771/2021,2021-01-20
EPI_ISL_1087146,hCoV-19/USA/OH-CDC-21488182/2021,2021-01-25
EPI_ISL_1087126,hCoV-19/USA/FL-CDC-21488940/2021,2021-01-27
EPI_ISL_886546,hCoV-19/USA/NC-CDC-LC0003904/2021,2021-01-12
EPI_ISL_1022376,hCoV-19/USA/NE-CDC-LC0007616/2021,2021-01-15
EPI_ISL_1139631,hCoV-19/USA/FL-CDC-22061628/2021,2021-02-15
EPI_ISL_936696,hCoV-19/USA/IL-NM-4935/2020,2020-12-21
EPI_ISL_936676,hCoV-19/USA/IL-NM-4819/2020,2020-12-19
EPI_ISL_831599,hCoV-19/USA/WI-UW-2812/2021,2021-01-04
EPI_ISL_1029886,hCoV-19/USA/IA-CDC-LC0002729/2021,2021-01-04
EPI_ISL_887978,hCoV-19/USA/IA-CDC-LC00002729/2021,2021-01-04
EPI_ISL_886600,hCoV-19/USA/IA-CDC-LC0004752/2020,2020-12-31
EPI_ISL_1032507,hCoV-19/USA/NE-CDC-LC0008659/2021,2021-01-20
EPI_ISL_982756,hCoV-19/USA/NE-USAFSAM-S0169/2021,2021-01-05
EPI_ISL_1157439,hCoV-19/USA/IL-NM-6367/2021,2021-01-17
EPI_ISL_1133065,hCoV-19/USA/MI-UM-10037058882/2020,2020-11-20
EPI_ISL_707816,hCoV-19/USA/MI-UM-10036776666/2020,2020-11-04
EPI_ISL_913241,hCoV-19/USA/MI-UM-10036995509/2020,2020-11-17
EPI_ISL_541546,hCoV-19/USA/IL-UW-1503/2020,2020-09-16
EPI_ISL_1017933,hCoV-19/USA/WY-WPHL-21013385/2021,2021-02-09
EPI_ISL_1017960,hCoV-19/USA/WY-WPHL-21013492/2021,2021-02-09
EPI_ISL_1017931,hCoV-19/USA/WY-WPHL-21012982/2021,2021-02-07
EPI_ISL_1122342,hCoV-19/USA/OR-OHSU-9814/2021,2021-01-05
EPI_ISL_1114409,hCoV-19/USA/WY-WPHL-21012392/2021,2021-02-04
EPI_ISL_1060322,hCoV-19/USA/WY-WPHL-21012268/2021,2021-01-25
EPI_ISL_1060324,hCoV-19/USA/WY-WPHL-21012234/2021,2021-01-22
EPI_ISL_1122257,hCoV-19/USA/OR-OHSU-9644/2021,2021-01-12
EPI_ISL_1171258,hCoV-19/USA/OR-OHSU-8775/2020,2020-12-30
EPI_ISL_978598,hCoV-19/USA/IN-CDC-STM-000007230/2021,2021-01-29
EPI_ISL_1078213,hCoV-19/USA/TX-HMH-MCoV-23683/2021,2021-01-13
EPI_ISL_707875,hCoV-19/USA/MI-UM-10036788362/2020,2020-11-04
EPI_ISL_826435,hCoV-19/USA/MI-UM-10036917056/2020,2020-11-12
EPI_ISL_682153,hCoV-19/USA/MI-UM-10036710728/2020,2020-10-30
EPI_ISL_728429,hCoV-19/USA/MI-UM-10036820826/2020,2020-11-06
EPI_ISL_682217,hCoV-19/USA/MI-UM-10036755381/2020,2020-11-03
EPI_ISL_1008870,hCoV-19/USA/MI-MDHHS-SC23387/2021,2021-01-27
EPI_ISL_1008871,hCoV-19/USA/MI-MDHHS-SC23388/2021,2021-01-27
EPI_ISL_962128,hCoV-19/USA/IL-IDPH-I-000801/2020,2020-12-31
EPI_ISL_728131,hCoV-19/USA/WI-UW-2365/2020,2020-11-13
EPI_ISL_1134026,hCoV-19/USA/IN-CDC-STM-000012261/2021,2021-02-10
EPI_ISL_936993,hCoV-19/USA/IL-NM-5959/2021,2021-01-09
EPI_ISL_936922,hCoV-19/USA/IL-NM-5856/2021,2021-01-02
EPI_ISL_936698,hCoV-19/USA/IL-NM-4946/2020,2020-12-22
EPI_ISL_936932,hCoV-19/USA/IL-NM-5871/2021,2021-01-06
EPI_ISL_906581,hCoV-19/USA/ME-HETL-J0940/2021,2021-01-10
EPI_ISL_754627,hCoV-19/USA/WI-UW-2391/2020,2020-10-30
EPI_ISL_1032933,hCoV-19/USA/IL-IDPH-MCH-I-0001075/2020,2020-11-02
EPI_ISL_1021939,hCoV-19/USA/VA-CDC-LC0005951/2021,2021-01-17
EPI_ISL_1163420,hCoV-19/USA/VA-CDC-LC0016154/2021,2021-02-11
EPI_ISL_1086310,hCoV-19/USA/VA-CDC-21399508/2021,2021-01-24
EPI_ISL_1167666,hCoV-19/USA/KS-KHEL-0426/2021,2021-02-18
EPI_ISL_936644,hCoV-19/USA/IL-NM-4698/2020,2020-12-14
EPI_ISL_677551,hCoV-19/USA/WI-UW-2147/2020,2020-10-15
EPI_ISL_1087434,hCoV-19/USA/KS-CDC-21674198/2021,2021-02-03
EPI_ISL_1038724,hCoV-19/USA/IL-CDC-LC0011597/2021,2021-01-27
EPI_ISL_1021238,hCoV-19/USA/IL-CDC-LC0006806/2021,2021-01-19
EPI_ISL_1032553,hCoV-19/USA/IN-CDC-LC0008361/2021,2021-01-19
EPI_ISL_1161344,hCoV-19/USA/CA-CDC-LC0018883/2021,2021-02-15
EPI_ISL_1094566,hCoV-19/USA/CA-CDC-2-3850515/2021,2021-01-15
EPI_ISL_1079862,hCoV-19/USA/TX-HMH-MCoV-25237/2021,2021-01-20
EPI_ISL_942283,hCoV-19/USA/WI-WSLH-202067/2020,2020-12-18
EPI_ISL_967905,hCoV-19/USA/AZ-TG716026/2021,2021-01-12
EPI_ISL_967935,hCoV-19/USA/AZ-TG716020/2021,2021-01-12
EPI_ISL_978357,hCoV-19/USA/AZ-ASPHL-3444/2021,2021-01-09
EPI_ISL_967973,hCoV-19/USA/AZ-TG716008/2021,2021-01-12
EPI_ISL_968034,hCoV-19/USA/AZ-TG716068/2021,2021-01-13
EPI_ISL_967948,hCoV-19/USA/AZ-TG716076/2021,2021-01-13
EPI_ISL_779335,hCoV-19/USA/WI-UW-2503/2020,2020-12-30
EPI_ISL_779325,hCoV-19/USA/WI-UW-2493/2020,2020-12-30
EPI_ISL_831627,hCoV-19/USA/WI-UW-2743/2021,2021-01-05
EPI_ISL_831641,hCoV-19/USA/WI-UW-2740/2021,2021-01-06
EPI_ISL_1039855,hCoV-19/USA/WI-UW-3338/2021,2021-02-06
EPI_ISL_1038460,hCoV-19/USA/WI-CDC-LC0011616/2021,2021-02-02
EPI_ISL_1094703,hCoV-19/USA/IA-CDC-2-3911704/2021,2021-01-15
EPI_ISL_677610,hCoV-19/USA/WI-UW-2207/2020,2020-10-26
EPI_ISL_903865,hCoV-19/USA/WI-CDC-2-3773550/2021,2021-01-04
EPI_ISL_983875,hCoV-19/USA/WI-WSLH-202130/2020,2020-12-29
EPI_ISL_942172,hCoV-19/USA/WI-WSLH-201884/2020,2020-12-07
EPI_ISL_831583,hCoV-19/USA/WI-UW-2770/2020,2020-12-31
